slice,accepted,g_cost
1,True,302
2,True,322
3,True,327
4,True,317
5,True,302
6,True,282
7,True,337
8,True,302
9,True,282
10,True,282
11,True,282
12,True,282
13,True,352
14,True,312
15,True,318
16,True,284
17,True,340
18,True,319
19,True,315
20,True,295
