slice,accepted,g_cost
1,True,3.0
2,True,2.0
3,True,3.0
4,True,3.0
5,True,3.0
6,True,2.0
7,True,2.0
8,True,3.0
9,True,3.0
10,True,4.0
11,True,5.0
12,True,5.0
13,True,5.0
14,False,
15,False,
16,False,
17,False,
18,True,5.0
19,False,
20,False,
