slice,accepted,g_cost
1,True,300.0
2,True,320.0
3,True,325.0
4,True,315.0
5,True,300.0
6,True,280.0
7,True,335.0
8,True,321.0
9,True,280.0
10,True,299.6
11,True,302.40000000000003
12,True,324.1
13,True,685.9999999999999
14,True,646.1999999999999
15,True,1001.35
16,True,1062.6
17,False,
18,False,
19,False,
20,False,
