slice,accepted,g_cost
1,True,4.0
2,True,5.0
3,True,4.0
4,True,5.0
5,True,4.0
6,True,5.0
7,True,4.0
8,True,5.0
9,True,4.0
10,True,5.0
11,True,4.0
12,True,5.0
13,True,7.0
14,True,8.0
15,True,7.0
16,True,8.0
17,True,7.0
18,True,4.0
19,True,7.0
20,True,4.0
