slice,accepted,g_cost
1,True,61.34874228222361
2,True,61.34874228222361
3,True,60.78349877000895
4,True,60.78349877000895
5,True,36.93289340548358
6,True,36.932893405483576
7,True,40.05716716731435
8,True,40.05716716731435
9,True,18.69983485408214
10,True,18.69983485408214
11,True,18.69983485408214
12,True,18.69983485408214
