Method,Slices Accepted,Total Bandwidth,Total Latency,Total Energy
A*,12,1520.0,71.84772718274601,18.42516288137022
ABO,12,1080.0,83.34678783114123,15.686061466068152
FABO,10,1030.0,67.6079556999729,19.66602008020765
A* Energy Aware,12,1240.0,84.51107503902249,9.540215410667017
First Fit,12,4290.0,473.04394266638957,29.773553877781623
Best Fit,12,5220.0,651.3540188616875,54.09332792161133
MILP (Gurobi),12,2040.0,113.42208081144929,7.168433315962469
