timestamp,method,num_slices,num_vnfs_per_slice,seed,type,slice,vnf_src,vnf_dst,node,u,v,path_nodes,path_edges,value
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,0,vnf0_0,,8.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,0,vnf0_1,,11.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,1,vnf1_0,,8.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,1,vnf1_1,,11.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,2,vnf2_0,,8.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,2,vnf2_1,,11.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,3,vnf3_0,,8.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,placement,3,vnf3_1,,11.0,,,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,flow_edge,0,vnf0_0,vnf0_1,,8.0,11.0,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,flow_edge,1,vnf1_0,vnf1_1,,8.0,11.0,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,flow_edge,2,vnf2_0,vnf2_1,,8.0,11.0,,,1.0
2026-02-06 09:40:44,MILP_Gurobi,4,2,1,flow_edge,3,vnf3_0,vnf3_1,,8.0,11.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,0,vnf0_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,0,vnf0_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,1,vnf1_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,1,vnf1_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,2,vnf2_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,2,vnf2_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,3,vnf3_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,3,vnf3_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,4,vnf4_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,4,vnf4_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,5,vnf5_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,5,vnf5_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,6,vnf6_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,6,vnf6_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,7,vnf7_0,,1.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,placement,7,vnf7_1,,2.0,,,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,0,vnf0_0,vnf0_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,1,vnf1_0,vnf1_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,2,vnf2_0,vnf2_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,3,vnf3_0,vnf3_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,4,vnf4_0,vnf4_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,5,vnf5_0,vnf5_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,6,vnf6_0,vnf6_1,,1.0,2.0,,,1.0
2026-02-06 09:40:48,MILP_Gurobi,8,2,1,flow_edge,7,vnf7_0,vnf7_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,0,vnf0_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,0,vnf0_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,1,vnf1_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,1,vnf1_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,2,vnf2_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,2,vnf2_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,3,vnf3_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,3,vnf3_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,4,vnf4_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,4,vnf4_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,5,vnf5_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,5,vnf5_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,6,vnf6_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,6,vnf6_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,7,vnf7_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,7,vnf7_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,8,vnf8_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,8,vnf8_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,9,vnf9_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,9,vnf9_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,10,vnf10_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,10,vnf10_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,11,vnf11_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,11,vnf11_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,12,vnf12_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,12,vnf12_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,13,vnf13_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,13,vnf13_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,14,vnf14_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,14,vnf14_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,15,vnf15_0,,1.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,placement,15,vnf15_1,,2.0,,,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,0,vnf0_0,vnf0_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,1,vnf1_0,vnf1_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,2,vnf2_0,vnf2_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,3,vnf3_0,vnf3_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,4,vnf4_0,vnf4_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,5,vnf5_0,vnf5_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,6,vnf6_0,vnf6_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,7,vnf7_0,vnf7_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,8,vnf8_0,vnf8_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,9,vnf9_0,vnf9_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,10,vnf10_0,vnf10_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,11,vnf11_0,vnf11_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,12,vnf12_0,vnf12_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,13,vnf13_0,vnf13_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,14,vnf14_0,vnf14_1,,1.0,2.0,,,1.0
2026-02-06 09:40:57,MILP_Gurobi,16,2,1,flow_edge,15,vnf15_0,vnf15_1,,1.0,2.0,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,0,vnf0_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,0,vnf0_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,1,vnf1_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,1,vnf1_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,2,vnf2_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,2,vnf2_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,3,vnf3_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,3,vnf3_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,4,vnf4_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,4,vnf4_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,5,vnf5_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,5,vnf5_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,6,vnf6_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,6,vnf6_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,7,vnf7_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,7,vnf7_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,8,vnf8_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,8,vnf8_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,9,vnf9_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,9,vnf9_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,10,vnf10_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,10,vnf10_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,11,vnf11_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,11,vnf11_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,12,vnf12_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,12,vnf12_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,13,vnf13_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,13,vnf13_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,14,vnf14_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,14,vnf14_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,15,vnf15_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,15,vnf15_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,16,vnf16_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,16,vnf16_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,17,vnf17_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,17,vnf17_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,18,vnf18_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,18,vnf18_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,19,vnf19_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,19,vnf19_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,20,vnf20_0,,1.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,20,vnf20_1,,6.0,,,,,1.0
2026-02-06 09:41:14,MILP_Gurobi,32,2,1,placement,21,vnf21_0,,1.0,,,,,1.0
