timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-01-05 14:15:49,2,2,4,1,A*,2,5.7225,80.0,2.0,0.0202639102935791
2026-01-05 14:15:49,2,2,4,1,ABO,2,3.455,80.0,4.0,1.8571879863739014
2026-01-05 14:15:49,2,2,4,1,FABO,2,6.6825,80.0,4.0,1.8279263973236084
2026-01-05 14:15:49,2,2,4,1,Best Fit,2,3.7225,80.0,2.0,0.007828950881958008
2026-01-05 14:15:49,2,2,4,1,First Fit,2,3.6425,80.0,6.0,0.0013017654418945312
2026-01-05 14:15:49,2,2,4,1,Energy-Aware A*,2,5.7225,80.0,2.0,0.05079483985900879
2026-01-05 14:15:49,2,2,4,1,MILP_Gurobi,2,4.4275,80.0,4.0,0.012799501419067383
2026-01-05 14:15:53,3,2,6,1,A*,3,8.08375,120.0,3.0,0.029803991317749023
2026-01-05 14:15:53,3,2,6,1,ABO,3,3.6825,120.0,6.0,2.7405455112457275
2026-01-05 14:15:53,3,2,6,1,FABO,3,9.95,120.0,6.0,2.6984879970550537
2026-01-05 14:15:53,3,2,6,1,Best Fit,3,4.08375,120.0,3.0,0.011397600173950195
2026-01-05 14:15:53,3,2,6,1,First Fit,3,3.96375,120.0,9.0,0.0016582012176513672
2026-01-05 14:15:53,3,2,6,1,Energy-Aware A*,3,8.08375,120.0,3.0,0.0717775821685791
2026-01-05 14:15:53,3,2,6,1,MILP_Gurobi,3,4.64125,80.0,6.0,0.02487325668334961
2026-01-05 14:15:58,4,2,8,1,A*,4,8.445,160.0,4.0,0.038306236267089844
2026-01-05 14:15:58,4,2,8,1,ABO,4,3.91,160.0,8.0,3.7058229446411133
2026-01-05 14:15:58,4,2,8,1,FABO,4,10.1775,160.0,8.0,3.5857162475585938
2026-01-05 14:15:58,4,2,8,1,Best Fit,4,4.445,160.0,4.0,0.014861345291137695
2026-01-05 14:15:58,4,2,8,1,First Fit,4,4.285,160.0,12.0,0.002060413360595703
2026-01-05 14:15:58,4,2,8,1,Energy-Aware A*,4,8.445,160.0,4.0,0.09589409828186035
2026-01-05 14:15:58,4,2,8,1,MILP_Gurobi,4,4.855,80.0,8.0,0.02439594268798828
