timestamp          , num_slices, num_vnfs_per_slice, total_vnfs, seed, entry_node, entry_nodes_used                                                                                                                                   , method         , accepted, total_energy, total_bandwidth, total_latency, runtime_sec
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , A*             ,        4,          0.0,            60.0,           4.0,   0.050482749938964844
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , ABO            ,        4,          0.0,            75.0,           6.0,   0.04185628890991211
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , FABO           ,        4,          0.0,            60.0,           5.0,   0.006513357162475586
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , Best Fit       ,        4,          0.0,           120.0,           8.0,   0.049591779708862305
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , First Fit      ,        4,          0.0,           120.0,          12.0,   0.0029773712158203125
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , Energy-Aware A*,        4,          0.0,           120.0,          16.0,   0.027874231338500977
2026-04-03 10:18:25,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , MILP_Gurobi    ,        4,          0.0,           105.0,           9.0,   2.6186556816101074
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , A*             ,        8,          0.0,           120.0,           8.0,   0.04462718963623047
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , ABO            ,        8,          0.0,           135.0,          11.0,   0.007462024688720703
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , FABO           ,        8,          0.0,           120.0,          17.0,   0.014178752899169922
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , Best Fit       ,        8,          0.0,           240.0,          19.0,   0.05169105529785156
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , First Fit      ,        8,          0.0,           240.0,          26.0,   0.005551576614379883
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , Energy-Aware A*,        8,          0.0,           240.0,          30.0,   0.24949359893798828
2026-04-03 10:18:28,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , MILP_Gurobi    ,        8,          0.0,           195.0,          17.0,   8.720329999923706
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , A*             ,       16,          0.0,           240.0,          16.0,   0.08428478240966797
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , ABO            ,       16,          0.0,           315.0,          27.0,   0.012764215469360352
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , FABO           ,       16,          0.0,           240.0,          35.0,   0.024573087692260742
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , Best Fit       ,       16,          0.0,           480.0,          41.0,   0.09918332099914551
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , First Fit      ,       16,          0.0,           480.0,          51.0,   0.010012626647949219
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , Energy-Aware A*,       16,          0.0,           450.0,          56.0,   0.16127872467041016
2026-04-03 10:18:37,         16,                  2,         32,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7"                                                                                                                , MILP_Gurobi    ,       16,          0.0,           405.0,          37.0,  30.48664093017578
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , A*             ,       32,          0.0,           480.0,          32.0,   0.1618194580078125
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , ABO            ,       32,          0.0,           705.0,          65.0,   0.02439093589782715
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , FABO           ,       32,          0.0,           480.0,          66.0,   0.04458045959472656
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , Best Fit       ,       32,          0.0,           960.0,          85.0,   0.17873764038085938
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , First Fit      ,       32,          0.0,           960.0,         119.0,   0.017245054244995117
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , Energy-Aware A*,       32,          0.0,           900.0,         107.0,   0.3125159740447998
2026-04-03 10:19:07,         32,                  2,         64,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1"                                                                           , MILP_Gurobi    ,       32,          0.0,           750.0,          82.0,  30.865185022354126
2026-04-03 10:19:39,         64,                  2,        128,    1,           , "3,10,2,5,2,8,8,8,11,7,4,2,8,1,7,7,10,1,12,8,5,12,4,10,2,6,1,1,1,11,9,1,7,11,4,7,12,1,9,4,8,8,9,4,6,4,11,4,8,5,1,7,9,11,2,3,11,12,5,2,12,6,12,12"  , A*             ,       64,          0.0,           960.0,          64.0,   0.3354933261871338
