timestamp,num_slices,num_vnfs_per_slice,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec,total_vnfs
2025-10-21 14:21:57,4,2,1,A*,4,8.445,160.0,4.0,0.014287948608398438,
2025-10-21 14:21:57,4,2,1,ABO,4,3.91,160.0,8.0,1.6957566738128662,
2025-10-21 14:21:57,4,2,1,FABO,4,10.1775,160.0,8.0,1.6964669227600098,
2025-10-21 14:21:57,4,2,1,Best Fit,4,8.3,320.0,16.0,0.0011339187622070312,
2025-10-21 14:21:57,4,2,1,First Fit,4,4.285,160.0,12.0,0.0008535385131835938,
2025-10-21 14:21:57,4,2,1,Energy-Aware A*,4,8.935,400.0,10.0,0.030864953994750977,
2025-10-21 14:22:17,4,2,1,A*,4,8.445,160.0,4.0,0.01330709457397461,8.0
2025-10-21 14:22:17,4,2,1,ABO,4,3.91,160.0,8.0,1.7409603595733643,8.0
2025-10-21 14:22:17,4,2,1,FABO,4,10.1775,160.0,8.0,1.706009864807129,8.0
2025-10-21 14:22:17,4,2,1,Best Fit,4,8.3,320.0,16.0,0.0010521411895751953,8.0
2025-10-21 14:22:17,4,2,1,First Fit,4,4.285,160.0,12.0,0.000946044921875,8.0
2025-10-21 14:22:17,4,2,1,Energy-Aware A*,4,8.935,400.0,10.0,0.03145337104797363,8.0
2025-10-21 14:22:17,4,2,1,MILP (Gurobi),4,4.445,40.0,4.0,0.28154420852661133,8.0
2025-10-21 14:22:31,4,3,1,A*,4,15.6825,360.0,8.0,0.07063865661621094,12.0
2025-10-21 14:22:31,4,3,1,ABO,4,15.344999999999999,360.0,12.0,6.916093349456787,12.0
2025-10-21 14:22:31,4,3,1,FABO,4,15.157499999999999,360.0,12.0,6.530125856399536,12.0
2025-10-21 14:22:31,4,3,1,Best Fit,4,13.26,540.0,18.0,0.0012824535369873047,12.0
2025-10-21 14:22:31,4,3,1,First Fit,4,11.485,460.0,18.0,0.0010602474212646484,12.0
2025-10-21 14:22:31,4,3,1,Energy-Aware A*,4,17.57,610.0,13.0,0.23156976699829102,12.0
2025-10-21 14:22:31,4,3,1,MILP (Gurobi),4,8.34,130.0,12.0,0.02058577537536621,12.0
2025-10-21 14:23:11,4,2,1,A*,4,8.445,160.0,4.0,0.015122652053833008,8.0
2025-10-21 14:23:11,4,2,1,ABO,4,3.91,160.0,8.0,1.7286300659179688,8.0
2025-10-21 14:23:11,4,2,1,FABO,4,10.1775,160.0,8.0,1.6643667221069336,8.0
2025-10-21 14:23:11,4,2,1,Best Fit,4,8.3,320.0,16.0,0.0013933181762695312,8.0
2025-10-21 14:23:11,4,2,1,First Fit,4,4.285,160.0,12.0,0.0008187294006347656,8.0
2025-10-21 14:23:11,4,2,1,Energy-Aware A*,4,8.935,400.0,10.0,0.029328346252441406,8.0
2025-10-21 14:23:11,4,2,1,MILP (Gurobi),4,4.445,40.0,4.0,0.011044502258300781,8.0
2025-10-21 14:23:25,4,3,1,A*,4,15.6825,360.0,8.0,0.07037878036499023,12.0
2025-10-21 14:23:25,4,3,1,ABO,4,15.344999999999999,360.0,12.0,6.8003318309783936,12.0
2025-10-21 14:23:25,4,3,1,FABO,4,15.157499999999999,360.0,12.0,6.533340692520142,12.0
2025-10-21 14:23:25,4,3,1,Best Fit,4,13.26,540.0,18.0,0.0013015270233154297,12.0
2025-10-21 14:23:25,4,3,1,First Fit,4,11.485,460.0,18.0,0.0014524459838867188,12.0
2025-10-21 14:23:25,4,3,1,Energy-Aware A*,4,17.57,610.0,13.0,0.24277424812316895,12.0
2025-10-21 14:23:25,4,3,1,MILP (Gurobi),4,8.34,130.0,12.0,0.019330263137817383,12.0
2025-10-21 14:23:30,6,2,1,A*,6,9.1675,240.0,6.0,0.02074408531188965,12.0
2025-10-21 14:23:30,6,2,1,ABO,6,4.365,240.0,12.0,2.656010389328003,12.0
2025-10-21 14:23:30,6,2,1,FABO,6,15.007499999999999,240.0,12.0,2.5804057121276855,12.0
2025-10-21 14:23:30,6,2,1,Best Fit,6,11.33,440.0,21.0,0.0014810562133789062,12.0
2025-10-21 14:23:30,6,2,1,First Fit,6,7.1675,240.0,18.0,0.0012409687042236328,12.0
2025-10-21 14:23:30,6,2,1,Energy-Aware A*,6,9.4025,600.0,15.0,0.04489398002624512,12.0
2025-10-21 14:23:30,6,2,1,MILP (Gurobi),6,6.762500000000001,160.0,18.0,0.029074907302856445,12.0
2025-10-21 14:23:52,6,3,1,A*,6,19.305,540.0,12.0,0.10379528999328613,18.0
2025-10-21 14:23:52,6,3,1,ABO,6,17.0175,540.0,18.0,11.591243028640747,18.0
2025-10-21 14:23:52,6,3,1,FABO,6,18.017500000000002,540.0,18.0,9.167060852050781,18.0
2025-10-21 14:23:52,6,3,1,Best Fit,6,24.299999999999997,810.0,27.0,0.0034270286560058594,18.0
2025-10-21 14:23:52,6,3,1,First Fit,6,16.377499999999998,730.0,28.0,0.0020143985748291016,18.0
2025-10-21 14:23:52,6,3,1,Energy-Aware A*,6,21.880000000000006,940.0,20.0,0.3795146942138672,18.0
2025-10-21 14:23:52,6,3,1,MILP (Gurobi),6,10.55,130.0,18.0,0.03769516944885254,18.0
2025-10-21 14:23:59,8,2,1,A*,8,9.89,320.0,8.0,0.028392314910888672,16.0
2025-10-21 14:23:59,8,2,1,ABO,8,4.82,320.0,16.0,3.7554094791412354,16.0
2025-10-21 14:23:59,8,2,1,FABO,8,17.542499999999997,320.0,16.0,3.675239086151123,16.0
2025-10-21 14:23:59,8,2,1,Best Fit,8,14.24,520.0,27.0,0.0021233558654785156,16.0
2025-10-21 14:23:59,8,2,1,First Fit,8,8.05,320.0,24.0,0.001596689224243164,16.0
2025-10-21 14:23:59,8,2,1,Energy-Aware A*,8,9.870000000000001,800.0,20.0,0.06046867370605469,16.0
2025-10-21 14:23:59,8,2,1,MILP (Gurobi),8,7.35,160.0,24.0,0.02934551239013672,16.0
2025-10-21 14:24:24,8,3,1,A*,8,21.596249999999998,720.0,16.0,0.14838767051696777,24.0
2025-10-21 14:24:24,8,3,1,ABO,8,22.6975,720.0,24.0,13.423331499099731,24.0
2025-10-21 14:24:24,8,3,1,FABO,8,26.32875,770.0,25.0,11.15360426902771,24.0
2025-10-21 14:24:24,8,3,1,Best Fit,8,26.339999999999993,1080.0,36.0,0.0025339126586914062,24.0
2025-10-21 14:24:24,8,3,1,First Fit,8,22.741250000000004,1030.0,39.0,0.0025696754455566406,24.0
2025-10-21 14:24:24,8,3,1,Energy-Aware A*,8,22.94,1170.0,25.0,0.5103178024291992,24.0
2025-10-21 14:24:24,8,3,1,MILP (Gurobi),8,11.760000000000002,130.0,24.0,0.034574031829833984,24.0
2025-10-21 14:24:34,10,2,1,A*,10,10.6125,400.0,10.0,0.037209510803222656,20.0
2025-10-21 14:24:34,10,2,1,ABO,10,10.5425,400.0,20.0,4.704401731491089,20.0
2025-10-21 14:24:34,10,2,1,FABO,10,20.184999999999995,400.0,20.0,4.809283971786499,20.0
2025-10-21 14:24:34,10,2,1,Best Fit,10,16.15,600.0,32.0,0.0021555423736572266,20.0
2025-10-21 14:24:34,10,2,1,First Fit,10,10.852500000000001,480.0,32.0,0.0020914077758789062,20.0
2025-10-21 14:24:34,10,2,1,Energy-Aware A*,10,10.337500000000002,1000.0,25.0,0.07585883140563965,20.0
2025-10-21 14:24:34,10,2,1,MILP (Gurobi),10,7.9375,160.0,30.0,0.025546550750732422,20.0
2025-10-21 14:25:03,10,3,1,A*,10,24.8875,900.0,20.0,0.17832589149475098,30.0
2025-10-21 14:25:03,10,3,1,ABO,10,27.867500000000003,1000.0,32.0,15.301931142807007,30.0
2025-10-21 14:25:03,10,3,1,FABO,10,29.830000000000002,1050.0,33.0,12.922205209732056,30.0
2025-10-21 14:25:03,10,3,1,Best Fit,10,35.10999999999999,1260.0,45.0,0.003192424774169922,30.0
2025-10-21 14:25:03,10,3,1,First Fit,10,27.168750000000003,1340.0,50.0,0.0034520626068115234,30.0
2025-10-21 14:25:03,10,3,1,Energy-Aware A*,10,24.45,1550.0,33.0,0.5975701808929443,30.0
2025-10-21 14:25:03,10,3,1,MILP (Gurobi),10,17.05,250.0,44.0,0.0821845531463623,30.0
2025-10-21 14:25:14,12,2,1,A*,12,11.335,480.0,12.0,0.038999319076538086,24.0
2025-10-21 14:25:14,12,2,1,ABO,12,13.3725,480.0,24.0,5.235927581787109,24.0
2025-10-21 14:25:14,12,2,1,FABO,12,20.72,480.0,24.0,5.350275278091431,24.0
2025-10-21 14:25:14,12,2,1,Best Fit,12,22.299999999999997,800.0,40.0,0.0027112960815429688,24.0
2025-10-21 14:25:14,12,2,1,First Fit,12,11.655000000000001,640.0,40.0,0.002802133560180664,24.0
2025-10-21 14:25:14,12,2,1,Energy-Aware A*,12,10.805000000000001,1200.0,30.0,0.0889742374420166,24.0
2025-10-21 14:25:14,12,2,1,MILP (Gurobi),12,8.524999999999999,160.0,36.0,0.02799057960510254,24.0
2025-10-21 14:25:48,12,3,1,A*,12,28.228750000000005,1130.0,25.0,0.1982283592224121,36.0
2025-10-21 14:25:48,12,3,1,ABO,12,35.228750000000005,1230.0,41.0,17.066954374313354,36.0
2025-10-21 14:25:48,12,3,1,FABO,12,36.235,1280.0,42.0,15.799009799957275,36.0
