method,accepted,total_energy,total_latency,runtime_sec,energy_per_accepted,latency_per_accepted,gain_energy_vs_worst_%,gain_latency_vs_worst_%,gain_runtime_vs_worst_%,gain_energy_vs_baseline_%,gain_latency_vs_baseline_%,gain_runtime_vs_baseline_%
Energy-Aware A*,20.0,14.741371177411946,160.97053042011996,5.778383493423462,0.7370685588705973,8.048526521005998,81.55268014353024,87.57839661348208,0.0,31.82844877370446,-8.615015109213916,-1125.7237502560304
ABO,20.0,20.141918771917048,170.5894741733691,3.129367589950561,1.0070959385958524,8.529473708668455,74.79444661986867,86.83613215061273,45.84354614898473,6.853587035402578,-15.105406352673768,-563.8085171483407
A*,20.0,21.62393390239566,148.20283388835497,0.471426248550415,1.081196695119783,7.4101416944177485,72.93985610620204,88.56364069550806,91.8415548381834,0.0,0.0,0.0
FABO,18.0,22.94613709396805,151.64248785916334,2.766535758972168,1.2747853941093361,8.424582658842407,71.28525390559025,88.2982131212761,52.122669564579105,-6.114535854301276,-2.320909715801754,-486.8438101355128
First Fit,20.0,36.857551325244806,615.7998699750027,0.0097043514251708,1.8428775662622403,30.789993498750135,53.87654036790816,52.48060790795096,99.83205767778799,-70.44794666691732,-315.51153498110614,97.9414910699159
Best Fit,20.0,79.91063900939473,1295.8917251764224,0.0114152431488037,3.9955319504697364,64.79458625882111,0.0,0.0,99.8024491942808,-269.5471849390995,-774.4041467875379,97.57857285547753
