slice,accepted,g_cost
1,True,327
2,True,282
3,True,327
4,True,322
5,True,352
6,True,322
7,True,282
8,True,302
9,True,292
10,True,322
11,True,292
12,True,292
13,True,327
14,True,312
15,True,317
16,True,292
17,True,294
18,True,304
19,True,294
20,True,324
