slice,accepted,g_cost
1,True,3.0
2,True,3.0
3,True,2.0
4,True,3.0
5,True,5.0
6,True,2.0
7,True,4.0
8,True,2.0
9,True,2.0
10,True,3.0
11,True,5.0
12,True,5.0
13,True,5.0
14,True,5.0
15,True,5.0
16,True,5.0
17,False,
18,False,
19,False,
20,False,
