timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-01-28 10:08:45,4,2,8,1,A*,4,9.4025,60.0,4.0,0.09070324897766113
2026-01-28 10:08:45,4,2,8,1,ABO,4,7.4325,60.0,4.0,2.997591018676758
2026-01-28 10:08:45,4,2,8,1,FABO,4,12.49625,60.0,4.0,0.28188061714172363
2026-01-28 10:08:45,4,2,8,1,Best Fit,4,3.4325,60.0,4.0,0.015556573867797852
2026-01-28 10:08:45,4,2,8,1,First Fit,4,3.3725,60.0,12.0,0.0022935867309570312
2026-01-28 10:08:45,4,2,8,1,Energy-Aware A*,4,7.4325,60.0,8.0,0.8972861766815186
