slice,accepted,g_cost
1,True,317
2,True,302
3,True,292
4,True,317
5,True,317
6,True,352
7,True,327
8,True,312
9,True,302
10,True,302
11,True,282
12,True,322
13,True,292
14,True,337
15,True,302
16,True,284
17,True,294
18,True,294
19,True,339
20,True,319
