slice,accepted,g_cost
1,True,1.0
2,True,1.0
3,True,1.0
4,True,1.0
5,True,1.0
6,True,1.0
7,True,1.0
8,True,1.0
9,True,1.0
10,True,1.0
11,True,1.0
12,True,1.0
13,True,2.0
14,True,2.0
15,True,2.0
