timestamp,method,num_slices,num_vnfs_per_slice,seed,u,v,bw_used,bw_capacity,bw_utilization
2026-06-15 08:36:03,A*,2,2,1,3,1,50.0,250.0,0.2
2026-06-15 08:36:03,A*,2,2,1,10,11,45.0,500.0,0.09
2026-06-15 08:36:03,ABO,2,2,1,11,8,50.0,1000.0,0.05
2026-06-15 08:36:03,ABO,2,2,1,10,7,45.0,1000.0,0.045
2026-06-15 08:36:03,FABO,2,2,1,3,11,50.0,500.0,0.1
2026-06-15 08:36:03,FABO,2,2,1,10,7,45.0,1000.0,0.045
2026-06-15 08:36:03,FABO,2,2,1,7,6,45.0,500.0,0.09
2026-06-15 08:36:03,Best Fit,2,2,1,3,4,50.0,500.0,0.1
2026-06-15 08:36:03,Best Fit,2,2,1,4,3,45.0,500.0,0.09
2026-06-15 08:36:03,First Fit,2,2,1,1,2,95.0,1000.0,0.095
2026-06-15 08:36:03,Energy-Aware A*,2,2,1,1,2,50.0,1000.0,0.05
2026-06-15 08:36:03,Energy-Aware A*,2,2,1,2,6,50.0,500.0,0.1
2026-06-15 08:36:03,Energy-Aware A*,2,2,1,6,2,45.0,500.0,0.09
2026-06-15 08:36:03,Energy-Aware A*,2,2,1,2,1,45.0,1000.0,0.045
2026-06-15 08:36:03,MILP_Gurobi,2,2,1,2,1,50.0,1000.0,0.05
2026-06-15 08:36:03,MILP_Gurobi,2,2,1,1,2,45.0,1000.0,0.045
2026-06-15 08:36:03,A*,4,2,1,3,1,50.0,250.0,0.2
2026-06-15 08:36:03,A*,4,2,1,10,11,45.0,500.0,0.09
2026-06-15 08:36:03,A*,4,2,1,2,6,25.0,500.0,0.05
2026-06-15 08:36:03,A*,4,2,1,5,6,40.0,500.0,0.08
2026-06-15 08:36:03,ABO,4,2,1,11,8,50.0,1000.0,0.05
2026-06-15 08:36:03,ABO,4,2,1,10,7,45.0,1000.0,0.045
2026-06-15 08:36:03,ABO,4,2,1,2,6,25.0,500.0,0.05
2026-06-15 08:36:03,ABO,4,2,1,6,7,25.0,500.0,0.05
2026-06-15 08:36:03,ABO,4,2,1,5,8,40.0,1000.0,0.04
2026-06-15 08:36:03,FABO,4,2,1,3,11,50.0,500.0,0.1
2026-06-15 08:36:03,FABO,4,2,1,10,7,45.0,1000.0,0.045
2026-06-15 08:36:03,FABO,4,2,1,7,6,45.0,500.0,0.09
2026-06-15 08:36:03,FABO,4,2,1,2,1,25.0,1000.0,0.025
2026-06-15 08:36:03,FABO,4,2,1,5,8,40.0,1000.0,0.04
2026-06-15 08:36:03,Best Fit,4,2,1,3,4,50.0,500.0,0.1
2026-06-15 08:36:03,Best Fit,4,2,1,4,3,70.0,500.0,0.14
2026-06-15 08:36:03,Best Fit,4,2,1,3,12,40.0,500.0,0.08
2026-06-15 08:36:03,First Fit,4,2,1,1,2,120.0,1000.0,0.12
2026-06-15 08:36:03,First Fit,4,2,1,1,3,40.0,250.0,0.16
2026-06-15 08:36:03,Energy-Aware A*,4,2,1,1,2,75.0,1000.0,0.075
2026-06-15 08:36:03,Energy-Aware A*,4,2,1,2,6,75.0,500.0,0.15
2026-06-15 08:36:03,Energy-Aware A*,4,2,1,6,2,85.0,500.0,0.17
2026-06-15 08:36:03,Energy-Aware A*,4,2,1,2,1,85.0,1000.0,0.085
2026-06-15 08:36:03,MILP_Gurobi,4,2,1,8,11,115.0,1000.0,0.115
2026-06-15 08:36:03,MILP_Gurobi,4,2,1,11,8,45.0,1000.0,0.045
