timestamp,method,num_slices,num_vnfs_per_slice,seed,u,v,bw_used,bw_capacity,bw_utilization
2026-06-04 12:08:59,A*,4,2,1,3,1,15.0,250.0,0.06
2026-06-04 12:08:59,A*,4,2,1,10,11,15.0,500.0,0.03
2026-06-04 12:08:59,A*,4,2,1,2,6,15.0,500.0,0.03
2026-06-04 12:08:59,A*,4,2,1,5,6,15.0,500.0,0.03
2026-06-04 12:08:59,ABO,4,2,1,11,8,15.0,1000.0,0.015
2026-06-04 12:08:59,ABO,4,2,1,10,7,15.0,1000.0,0.015
2026-06-04 12:08:59,ABO,4,2,1,2,6,15.0,500.0,0.03
2026-06-04 12:08:59,ABO,4,2,1,6,7,15.0,500.0,0.03
2026-06-04 12:08:59,ABO,4,2,1,5,8,15.0,1000.0,0.015
2026-06-04 12:08:59,FABO,4,2,1,3,11,15.0,500.0,0.03
2026-06-04 12:08:59,FABO,4,2,1,10,7,15.0,1000.0,0.015
2026-06-04 12:08:59,FABO,4,2,1,7,6,15.0,500.0,0.03
2026-06-04 12:08:59,FABO,4,2,1,2,1,15.0,1000.0,0.015
2026-06-04 12:08:59,FABO,4,2,1,5,8,15.0,1000.0,0.015
2026-06-04 12:08:59,Best Fit,4,2,1,3,4,30.0,500.0,0.06
2026-06-04 12:08:59,Best Fit,4,2,1,4,3,30.0,500.0,0.06
2026-06-04 12:08:59,First Fit,4,2,1,1,2,60.0,1000.0,0.06
2026-06-04 12:08:59,Energy-Aware A*,4,2,1,3,11,15.0,500.0,0.03
2026-06-04 12:08:59,Energy-Aware A*,4,2,1,10,11,15.0,500.0,0.03
2026-06-04 12:08:59,Energy-Aware A*,4,2,1,2,1,15.0,1000.0,0.015
2026-06-04 12:08:59,Energy-Aware A*,4,2,1,8,11,15.0,1000.0,0.015
2026-06-04 12:08:59,MILP_Gurobi,4,2,1,2,1,15.0,1000.0,0.015
2026-06-04 12:08:59,MILP_Gurobi,4,2,1,1,2,45.0,1000.0,0.045
