slice,accepted,g_cost
1,True,300.0
2,True,315.0
3,True,280.0
4,True,325.0
5,True,300.0
6,True,290.0
7,True,325.0
8,True,300.0
9,True,280.0
10,True,336.0
11,True,451.5
12,True,759.2
13,True,361.20000000000005
14,True,564.75
15,True,440.0
16,True,1128.35
17,False,
18,False,
19,False,
20,False,
