slice,accepted,g_cost
1,True,302
2,True,317
3,True,282
4,True,327
5,True,302
6,True,292
7,True,327
8,True,302
9,True,282
10,True,317
11,True,352
12,True,322
13,True,282
14,True,302
15,True,302
16,True,314
17,True,314
18,True,324
19,True,320
20,True,330
