timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-03-09 11:07:33,4,2,8,1,FABO,4,10.385625,75.0,5.0,0.0024156570434570312
2026-03-09 11:07:33,4,2,8,1,MILP_Gurobi,4,3.3725,15.0,4.0,0.056780338287353516
2026-03-09 11:07:33,8,2,16,1,FABO,8,18.818125000000002,165.0,11.0,0.0024623870849609375
2026-03-09 11:07:33,8,2,16,1,MILP_Gurobi,8,3.745,15.0,8.0,0.0647435188293457
2026-03-09 11:07:33,16,2,32,1,FABO,16,22.696250000000006,375.0,25.0,0.005014657974243164
2026-03-09 11:07:33,16,2,32,1,MILP_Gurobi,16,4.49,15.0,16.0,0.12825679779052734
2026-03-09 11:07:33,32,2,64,1,FABO,32,24.4525,795.0,53.0,0.009531259536743164
2026-03-09 11:07:33,32,2,64,1,MILP_Gurobi,32,6.44,30.0,64.0,0.2756052017211914
2026-03-09 11:07:33,4,3,12,1,FABO,4,18.899999999999995,170.0,10.0,0.002544879913330078
2026-03-09 11:07:33,4,3,12,1,MILP_Gurobi,4,5.6575,35.0,8.0,0.09748172760009766
2026-03-09 11:07:33,8,3,24,1,FABO,8,22.815,380.0,22.0,0.004054069519042969
2026-03-09 11:07:33,8,3,24,1,MILP_Gurobi,8,6.315,35.0,16.0,0.147413969039917
2026-03-09 11:07:33,16,3,48,1,FABO,16,27.53125,770.0,45.0,0.00807809829711914
2026-03-09 11:07:33,16,3,48,1,MILP_Gurobi,16,7.63,35.0,32.0,0.23313403129577637
2026-03-09 11:07:34,32,3,96,1,FABO,32,35.45312499999999,1440.0,84.0,0.013436079025268555
2026-03-09 11:07:34,32,3,96,1,MILP_Gurobi,32,14.98,35.0,64.0,3.3615312576293945
2026-03-09 11:07:37,4,4,16,1,FABO,4,24.719375000000003,315.0,15.0,0.002925872802734375
2026-03-09 11:07:37,4,4,16,1,MILP_Gurobi,4,8.38,60.0,12.0,0.09182286262512207
2026-03-09 11:07:37,8,4,32,1,FABO,8,32.533750000000005,715.0,34.0,0.005539894104003906
2026-03-09 11:07:37,8,4,32,1,MILP_Gurobi,8,9.76,60.0,24.0,0.1694190502166748
2026-03-09 11:07:37,16,4,64,1,FABO,16,40.791875,1425.0,70.0,0.010792255401611328
2026-03-09 11:07:37,16,4,64,1,MILP_Gurobi,16,14.380000000000003,110.0,80.0,1.1336760520935059
2026-03-09 11:07:38,32,4,128,1,FABO,32,50.698750000000004,2855.0,141.0,0.01947474479675293
2026-03-09 11:07:38,32,4,128,1,MILP_Gurobi,32,27.446875,110.0,131.0,4.588031530380249
2026-03-09 11:07:43,4,5,20,1,FABO,4,30.701875,435.0,19.0,0.003647327423095703
2026-03-09 11:07:43,4,5,20,1,MILP_Gurobi,4,11.432500000000001,90.0,16.0,0.14414572715759277
2026-03-09 11:07:43,8,5,40,1,FABO,8,33.586250000000014,835.0,37.0,0.006165266036987305
2026-03-09 11:07:43,8,5,40,1,MILP_Gurobi,8,15.385,120.0,40.0,1.2834951877593994
2026-03-09 11:07:45,16,5,80,1,FABO,16,45.306250000000006,1695.0,75.0,0.01207733154296875
2026-03-09 11:07:45,16,5,80,1,MILP_Gurobi,16,22.800000000000004,175.0,112.0,3.4623117446899414
2026-03-09 11:07:48,32,5,160,1,FABO,18,47.59562500000001,1955.0,86.0,0.015950679779052734
2026-03-09 11:07:48,32,5,160,1,MILP_Gurobi,26,42.97874999999999,120.0,144.0,10.607422351837158
2026-03-09 11:07:59,4,6,24,1,FABO,4,34.587500000000006,585.0,24.0,0.003976106643676758
2026-03-09 11:07:59,4,6,24,1,MILP_Gurobi,4,14.6175,125.0,20.0,0.13200736045837402
2026-03-09 11:07:59,8,6,48,1,FABO,8,43.43687499999999,1190.0,49.0,0.007263660430908203
2026-03-09 11:07:59,8,6,48,1,MILP_Gurobi,8,20.365000000000002,155.0,48.0,0.8390302658081055
2026-03-09 11:08:00,16,6,96,1,FABO,11,51.57875,1780.0,71.0,0.013014554977416992
2026-03-09 11:08:00,16,6,96,1,MILP_Gurobi,14,34.82562500000001,180.0,100.0,5.978224754333496
2026-03-09 11:08:06,32,6,192,1,FABO,11,51.57875,1780.0,71.0,0.020107269287109375
2026-03-09 11:08:06,32,6,192,1,MILP_Gurobi,0,0.0,0.0,0.0,0.183333158493042
