slice,accepted,g_cost
1,True,66.24001200114941
2,True,42.58254127004156
3,True,66.24001200114941
4,True,42.58254127004156
5,True,66.24001200114941
6,True,42.58254127004156
7,True,66.24001200114941
8,True,42.58254127004156
9,True,66.24001200114941
10,True,42.58254127004156
11,True,66.24001200114941
12,True,42.58254127004156
