timestamp,method,num_slices,num_vnfs_per_slice,seed,result_idx,slice,vnf_src,vnf_dst,path_nodes,path_edges,num_hops
2026-01-06 09:45:36,A*,2,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:36,A*,2,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:36,ABO,2,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:36,ABO,2,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:36,ABO,2,2,1,1,,ENTRY,vnf1_0,6->2,6-2,1
2026-01-06 09:45:36,ABO,2,2,1,1,,vnf1_0,vnf1_1,2->1,2-1,1
2026-01-06 09:45:36,FABO,2,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:36,FABO,2,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:36,FABO,2,2,1,1,,ENTRY,vnf1_0,6->5,6-5,1
2026-01-06 09:45:36,FABO,2,2,1,1,,vnf1_0,vnf1_1,5->4,5-4,1
2026-01-06 09:45:36,Best Fit,2,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:36,Best Fit,2,2,1,1,,vnf1_0,vnf1_1,6->2,6-2,1
2026-01-06 09:45:36,First Fit,2,2,1,0,,ENTRY,vnf0_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:36,First Fit,2,2,1,0,,vnf0_0,vnf0_1,1->2,1-2,1
2026-01-06 09:45:36,First Fit,2,2,1,1,,ENTRY,vnf1_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:36,First Fit,2,2,1,1,,vnf1_0,vnf1_1,1->2,1-2,1
2026-01-06 09:45:36,Energy-Aware A*,2,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:36,Energy-Aware A*,2,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:36,MILP_Gurobi,2,2,1,0,,vnf0_0,vnf0_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:36,MILP_Gurobi,2,2,1,0,,vnf1_0,vnf1_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:40,A*,3,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:40,A*,3,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:40,A*,3,2,1,2,,vnf2_0,vnf2_1,6->7,6-7,1
2026-01-06 09:45:40,ABO,3,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:40,ABO,3,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:40,ABO,3,2,1,1,,ENTRY,vnf1_0,6->2,6-2,1
2026-01-06 09:45:40,ABO,3,2,1,1,,vnf1_0,vnf1_1,2->1,2-1,1
2026-01-06 09:45:40,ABO,3,2,1,2,,ENTRY,vnf2_0,6->2,6-2,1
2026-01-06 09:45:40,ABO,3,2,1,2,,vnf2_0,vnf2_1,2->1,2-1,1
2026-01-06 09:45:40,FABO,3,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:40,FABO,3,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:40,FABO,3,2,1,1,,ENTRY,vnf1_0,6->5,6-5,1
2026-01-06 09:45:40,FABO,3,2,1,1,,vnf1_0,vnf1_1,5->4,5-4,1
2026-01-06 09:45:40,FABO,3,2,1,2,,ENTRY,vnf2_0,6->7,6-7,1
2026-01-06 09:45:40,FABO,3,2,1,2,,vnf2_0,vnf2_1,7->6,7-6,1
2026-01-06 09:45:40,Best Fit,3,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:40,Best Fit,3,2,1,1,,vnf1_0,vnf1_1,6->2,6-2,1
2026-01-06 09:45:40,Best Fit,3,2,1,2,,vnf2_0,vnf2_1,6->2,6-2,1
2026-01-06 09:45:40,First Fit,3,2,1,0,,ENTRY,vnf0_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:40,First Fit,3,2,1,0,,vnf0_0,vnf0_1,1->2,1-2,1
2026-01-06 09:45:40,First Fit,3,2,1,1,,ENTRY,vnf1_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:40,First Fit,3,2,1,1,,vnf1_0,vnf1_1,1->2,1-2,1
2026-01-06 09:45:40,First Fit,3,2,1,2,,ENTRY,vnf2_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:40,First Fit,3,2,1,2,,vnf2_0,vnf2_1,1->2,1-2,1
2026-01-06 09:45:40,Energy-Aware A*,3,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:40,Energy-Aware A*,3,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:40,Energy-Aware A*,3,2,1,2,,vnf2_0,vnf2_1,6->7,6-7,1
2026-01-06 09:45:40,MILP_Gurobi,3,2,1,0,,vnf0_0,vnf0_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:40,MILP_Gurobi,3,2,1,0,,vnf1_0,vnf1_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:40,MILP_Gurobi,3,2,1,0,,vnf2_0,vnf2_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:45,A*,4,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:45,A*,4,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:45,A*,4,2,1,2,,vnf2_0,vnf2_1,6->7,6-7,1
2026-01-06 09:45:45,A*,4,2,1,3,,vnf3_0,vnf3_1,6->2,6-2,1
2026-01-06 09:45:45,ABO,4,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:45,ABO,4,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:45,ABO,4,2,1,1,,ENTRY,vnf1_0,6->2,6-2,1
2026-01-06 09:45:45,ABO,4,2,1,1,,vnf1_0,vnf1_1,2->1,2-1,1
2026-01-06 09:45:45,ABO,4,2,1,2,,ENTRY,vnf2_0,6->2,6-2,1
2026-01-06 09:45:45,ABO,4,2,1,2,,vnf2_0,vnf2_1,2->1,2-1,1
2026-01-06 09:45:45,ABO,4,2,1,3,,ENTRY,vnf3_0,6->2,6-2,1
2026-01-06 09:45:45,ABO,4,2,1,3,,vnf3_0,vnf3_1,2->1,2-1,1
2026-01-06 09:45:45,FABO,4,2,1,0,,ENTRY,vnf0_0,6->2,6-2,1
2026-01-06 09:45:45,FABO,4,2,1,0,,vnf0_0,vnf0_1,2->1,2-1,1
2026-01-06 09:45:45,FABO,4,2,1,1,,ENTRY,vnf1_0,6->5,6-5,1
2026-01-06 09:45:45,FABO,4,2,1,1,,vnf1_0,vnf1_1,5->4,5-4,1
2026-01-06 09:45:45,FABO,4,2,1,2,,ENTRY,vnf2_0,6->7,6-7,1
2026-01-06 09:45:45,FABO,4,2,1,2,,vnf2_0,vnf2_1,7->6,7-6,1
2026-01-06 09:45:45,FABO,4,2,1,3,,ENTRY,vnf3_0,6->2,6-2,1
2026-01-06 09:45:45,FABO,4,2,1,3,,vnf3_0,vnf3_1,2->1,2-1,1
2026-01-06 09:45:45,Best Fit,4,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:45,Best Fit,4,2,1,1,,vnf1_0,vnf1_1,6->2,6-2,1
2026-01-06 09:45:45,Best Fit,4,2,1,2,,vnf2_0,vnf2_1,6->2,6-2,1
2026-01-06 09:45:45,Best Fit,4,2,1,3,,vnf3_0,vnf3_1,6->2,6-2,1
2026-01-06 09:45:45,First Fit,4,2,1,0,,ENTRY,vnf0_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:45,First Fit,4,2,1,0,,vnf0_0,vnf0_1,1->2,1-2,1
2026-01-06 09:45:45,First Fit,4,2,1,1,,ENTRY,vnf1_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:45,First Fit,4,2,1,1,,vnf1_0,vnf1_1,1->2,1-2,1
2026-01-06 09:45:45,First Fit,4,2,1,2,,ENTRY,vnf2_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:45,First Fit,4,2,1,2,,vnf2_0,vnf2_1,1->2,1-2,1
2026-01-06 09:45:45,First Fit,4,2,1,3,,ENTRY,vnf3_0,6->2->1,6-2;2-1,2
2026-01-06 09:45:45,First Fit,4,2,1,3,,vnf3_0,vnf3_1,1->2,1-2,1
2026-01-06 09:45:45,Energy-Aware A*,4,2,1,0,,vnf0_0,vnf0_1,6->2,6-2,1
2026-01-06 09:45:45,Energy-Aware A*,4,2,1,1,,vnf1_0,vnf1_1,6->5,6-5,1
2026-01-06 09:45:45,Energy-Aware A*,4,2,1,2,,vnf2_0,vnf2_1,6->7,6-7,1
2026-01-06 09:45:45,Energy-Aware A*,4,2,1,3,,vnf3_0,vnf3_1,6->2,6-2,1
2026-01-06 09:45:45,MILP_Gurobi,4,2,1,0,,vnf0_0,vnf0_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:45,MILP_Gurobi,4,2,1,0,,vnf1_0,vnf1_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:45,MILP_Gurobi,4,2,1,0,,vnf2_0,vnf2_1,1->2->6,1-2;2-6,2
2026-01-06 09:45:45,MILP_Gurobi,4,2,1,0,,vnf3_0,vnf3_1,1->2->6,1-2;2-6,2
