timestamp          , num_slices, num_vnfs_per_slice, total_vnfs, seed, entry_node, method         , accepted, total_energy       , total_bandwidth, total_latency, runtime_sec
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, A*             ,        4, 11.4475            ,            60.0,           4.0, 0.004709959030151367
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, ABO            ,        4, 11.49625           ,            60.0,           8.0, 0.002193450927734375
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, FABO           ,        4, 10.385625          ,            75.0,           5.0, 0.0012884140014648438
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, Best Fit       ,        4,  3.62              ,            60.0,           4.0, 0.0054378509521484375
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, First Fit      ,        4,  3.3725            ,            60.0,           8.0, 0.0007560253143310547
2026-03-09 09:45:17,          4,                  2,          8,    1,          3, Energy-Aware A*,        4,  7.381875          ,           150.0,          14.0, 0.0025701522827148438
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, A*             ,        8, 15.85              ,           120.0,           8.0, 0.006391286849975586
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, ABO            ,        8, 15.024374999999997 ,           120.0,          15.0, 0.0037751197814941406
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, FABO           ,        8, 18.818125000000002 ,           165.0,          11.0, 0.002222299575805664
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, Best Fit       ,        8,  4.24              ,           120.0,           8.0, 0.010532379150390625
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, First Fit      ,        8,  3.745             ,           120.0,          16.0, 0.001125335693359375
2026-03-09 09:45:17,          8,                  2,         16,    1,          3, Energy-Aware A*,        8,  7.746875000000001 ,           330.0,          30.0, 0.004599809646606445
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, A*             ,        4, 11.4475            ,            60.0,           4.0, 0.004094362258911133
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, ABO            ,        4,  7.3687499999999995,           105.0,           7.0, 0.002382040023803711
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, FABO           ,        4, 10.385625          ,            75.0,           5.0, 0.0011935234069824219
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, Best Fit       ,        4,  3.62              ,            60.0,           8.0, 0.00563502311706543
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, First Fit      ,        4,  3.3725            ,            60.0,           4.0, 0.0005824565887451172
2026-03-09 09:45:17,          4,                  2,          8,    2,          1, Energy-Aware A*,        4,  7.383749999999999 ,            90.0,          12.0, 0.0036733150482177734
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, A*             ,        8, 15.85              ,           120.0,           8.0, 0.006506681442260742
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, ABO            ,        8, 11.827499999999999 ,           255.0,          17.0, 0.0044536590576171875
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, FABO           ,        8, 18.818125000000002 ,           165.0,          11.0, 0.0022106170654296875
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, Best Fit       ,        8,  4.24              ,           120.0,          16.0, 0.010863780975341797
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, First Fit      ,        8,  3.745             ,           120.0,           8.0, 0.0007686614990234375
2026-03-09 09:45:17,          8,                  2,         16,    2,          1, Energy-Aware A*,        8,  7.68875           ,           210.0,          28.0, 0.005310535430908203
