timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,entry_node,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-03-17 13:41:23,4,2,8,1,3,A*,4,11.4475,60.0,4.0,0.004824399948120117
2026-03-17 13:41:23,4,2,8,1,3,ABO,4,9.571250000000001,90.0,6.0,0.002660989761352539
2026-03-17 13:41:23,4,2,8,1,3,FABO,4,11.466250000000002,60.0,4.0,0.015661001205444336
2026-03-17 13:41:23,4,2,8,1,3,Best Fit,4,3.62,60.0,4.0,0.0058062076568603516
2026-03-17 13:41:23,4,2,8,1,3,First Fit,4,3.3725,60.0,8.0,0.0008018016815185547
2026-03-17 13:41:23,4,2,8,1,3,Energy-Aware A*,4,7.381875,150.0,14.0,0.0023632049560546875
2026-03-17 13:41:23,4,2,8,1,3,MILP_Gurobi,4,3.3725,15.0,4.0,0.05396866798400879
2026-03-17 13:41:23,8,2,16,1,3,A*,8,15.85,120.0,8.0,0.007143735885620117
2026-03-17 13:41:23,8,2,16,1,3,ABO,8,12.204374999999999,195.0,13.0,0.004423618316650391
2026-03-17 13:41:23,8,2,16,1,3,FABO,8,15.932500000000001,120.0,8.0,0.1043851375579834
2026-03-17 13:41:23,8,2,16,1,3,Best Fit,8,4.24,120.0,8.0,0.010262012481689453
2026-03-17 13:41:23,8,2,16,1,3,First Fit,8,3.745,120.0,16.0,0.0010743141174316406
2026-03-17 13:41:23,8,2,16,1,3,Energy-Aware A*,8,7.746875000000001,330.0,30.0,0.0041658878326416016
2026-03-17 13:41:23,8,2,16,1,3,MILP_Gurobi,8,3.745,15.0,8.0,0.07962703704833984
2026-03-17 13:41:23,16,2,32,1,3,A*,16,16.745,240.0,16.0,0.016097068786621094
2026-03-17 13:41:23,16,2,32,1,3,ABO,16,13.42375,390.0,26.0,0.008427143096923828
2026-03-17 13:41:23,16,2,32,1,3,FABO,16,16.911875000000002,240.0,16.0,0.06527829170227051
2026-03-17 13:41:23,16,2,32,1,3,Best Fit,16,5.48,240.0,16.0,0.02049994468688965
2026-03-17 13:41:23,16,2,32,1,3,First Fit,16,4.49,240.0,32.0,0.0017833709716796875
2026-03-17 13:41:23,16,2,32,1,3,Energy-Aware A*,16,8.476875,690.0,62.0,0.0073146820068359375
2026-03-17 13:41:23,16,2,32,1,3,MILP_Gurobi,16,4.49,15.0,16.0,0.12706375122070312
2026-03-17 13:41:23,32,2,64,1,3,A*,32,18.444999999999997,480.0,32.0,0.026871681213378906
2026-03-17 13:41:23,32,2,64,1,3,ABO,32,24.350624999999997,630.0,69.0,0.014887332916259766
2026-03-17 13:41:23,32,2,64,1,3,FABO,32,25.790000000000006,480.0,32.0,0.12430882453918457
2026-03-17 13:41:23,32,2,64,1,3,Best Fit,32,10.72,480.0,48.0,0.03886890411376953
2026-03-17 13:41:23,32,2,64,1,3,First Fit,32,8.7,480.0,64.0,0.003160238265991211
2026-03-17 13:41:23,32,2,64,1,3,Energy-Aware A*,32,9.936875,1410.0,126.0,0.013714790344238281
