timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,entry_node,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-03-23 09:03:56,4,2,8,1,3,A*,4,5.4925,60.0,4.0,0.010465383529663086
2026-03-23 09:03:56,4,2,8,1,3,ABO,4,9.51125,75.0,11.0,0.0022161006927490234
2026-03-23 09:03:56,4,2,8,1,3,FABO,4,11.49625,60.0,8.0,0.003431558609008789
2026-03-23 09:03:56,4,2,8,1,3,Best Fit,4,3.62,60.0,4.0,0.005788564682006836
2026-03-23 09:03:56,4,2,8,1,3,First Fit,4,3.3725,60.0,8.0,0.0008044242858886719
2026-03-23 09:03:56,4,2,8,1,3,Energy-Aware A*,4,3.4325,60.0,8.0,0.005022764205932617
2026-03-23 09:03:56,4,2,8,1,3,MILP_Gurobi,4,3.3725,15.0,4.0,0.05320429801940918
2026-03-23 09:03:57,8,2,16,1,3,A*,8,5.985,120.0,8.0,0.01852583885192871
2026-03-23 09:03:57,8,2,16,1,3,ABO,8,14.07125,135.0,23.0,0.0031185150146484375
2026-03-23 09:03:57,8,2,16,1,3,FABO,8,17.9925,120.0,16.0,0.005603313446044922
2026-03-23 09:03:57,8,2,16,1,3,Best Fit,8,4.24,120.0,8.0,0.010352611541748047
2026-03-23 09:03:57,8,2,16,1,3,First Fit,8,3.745,120.0,16.0,0.0010771751403808594
2026-03-23 09:03:57,8,2,16,1,3,Energy-Aware A*,8,3.865,120.0,16.0,0.00885915756225586
2026-03-23 09:03:57,8,2,16,1,3,MILP_Gurobi,8,3.745,15.0,8.0,0.06466484069824219
2026-03-23 09:03:57,16,2,32,1,3,A*,16,6.970000000000001,240.0,16.0,0.04478645324707031
2026-03-23 09:03:57,16,2,32,1,3,ABO,16,16.28125,285.0,49.0,0.0064356327056884766
2026-03-23 09:03:57,16,2,32,1,3,FABO,16,22.970000000000006,255.0,37.0,0.011239290237426758
2026-03-23 09:03:57,16,2,32,1,3,Best Fit,16,5.48,240.0,16.0,0.021060466766357422
2026-03-23 09:03:57,16,2,32,1,3,First Fit,16,4.49,240.0,32.0,0.0018126964569091797
2026-03-23 09:03:57,16,2,32,1,3,Energy-Aware A*,16,4.73,240.0,32.0,0.016550302505493164
2026-03-23 09:03:57,16,2,32,1,3,MILP_Gurobi,16,4.49,15.0,16.0,0.2655973434448242
2026-03-23 09:03:57,32,2,64,1,3,A*,32,14.52,480.0,48.0,0.05787539482116699
2026-03-23 09:03:57,32,2,64,1,3,ABO,32,19.624375000000004,585.0,100.0,0.01103067398071289
2026-03-23 09:03:57,32,2,64,1,3,FABO,32,25.925,495.0,73.0,0.020203113555908203
2026-03-23 09:03:57,32,2,64,1,3,Best Fit,32,10.72,480.0,48.0,0.038865089416503906
2026-03-23 09:03:57,32,2,64,1,3,First Fit,32,8.7,480.0,64.0,0.003234386444091797
2026-03-23 09:03:57,32,2,64,1,3,Energy-Aware A*,32,12.965,735.0,81.0,0.035584211349487305
2026-03-23 09:03:57,32,2,64,1,3,MILP_Gurobi,32,6.44,30.0,64.0,0.1909172534942627
2026-03-23 09:03:57,64,2,128,1,3,A*,64,24.390624999999996,1020.0,116.0,0.09725046157836914
2026-03-23 09:03:57,64,2,128,1,3,ABO,64,37.765,1560.0,206.0,0.022199630737304688
2026-03-23 09:03:57,64,2,128,1,3,FABO,64,35.641875,1050.0,152.0,0.045168161392211914
2026-03-23 09:03:57,64,2,128,1,3,Best Fit,64,23.16,1200.0,160.0,0.06814908981323242
