timestamp,num_slices,num_vnfs_per_slice,total_vnfs,seed,entry_node,entry_nodes_used,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",A*,4,11.462499999999999,60.0,4.0,0.013446331024169922
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",ABO,4,11.558125000000002,75.0,6.0,0.002627134323120117
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",FABO,4,13.464375,75.0,5.0,0.003423929214477539
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",Best Fit,4,4.62,60.0,8.0,0.014099597930908203
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",First Fit,4,3.3725,60.0,12.0,0.0018253326416015625
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",Energy-Aware A*,4,7.501875,105.0,16.0,0.01589655876159668
2026-04-02 11:12:59,4,2,8,1,,"3,10,2,5",MILP_Gurobi,4,4.4325,15.0,9.0,1.220092535018921
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",A*,8,14.834999999999999,120.0,8.0,0.0227053165435791
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",ABO,8,17.11625,150.0,11.0,0.004642486572265625
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",FABO,8,22.975625000000004,150.0,17.0,0.007394313812255859
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",Best Fit,8,5.24,120.0,19.0,0.026825666427612305
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",First Fit,8,3.745,120.0,26.0,0.0028619766235351562
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",Energy-Aware A*,8,7.986875,225.0,30.0,0.13296246528625488
2026-04-02 11:13:00,8,2,16,1,,"3,10,2,5,2,8,8,8",MILP_Gurobi,8,4.745,15.0,17.0,4.415369033813477
