timestamp          , num_slices, num_vnfs_per_slice, total_vnfs, seed, entry_node, entry_nodes_used                                                                                                                 , method         , accepted, total_energy       , total_bandwidth, total_latency, runtime_sec
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , A*             ,        4,  7.4325            ,            60.0,           4.0,    0.027462482452392578
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , ABO            ,        4, 14.725000000000001 ,           120.0,           9.0,    0.004676342010498047
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , FABO           ,        4,  9.400625          ,            60.0,           5.0,    0.0060460567474365234
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , Best Fit       ,        4,  4.74              ,           120.0,           8.0,    0.025927305221557617
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , First Fit      ,        4,  5.5525            ,           120.0,          12.0,    0.0031385421752929688
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , Energy-Aware A*,        4,  4.4624999999999995,            75.0,           5.0,    0.020180225372314453
2026-04-10 11:56:47,          4,                  2,          8,    1,           , "6,6,6,6"                                                                                                                        , MILP_Gurobi    ,        4,  3.4325            ,            60.0,           4.0,    0.11250162124633789
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , A*             ,        8,  7.864999999999999 ,           120.0,           8.0,    0.04103350639343262
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , ABO            ,        8, 15.495             ,           240.0,          19.0,    0.00728607177734375
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , FABO           ,        8, 17.848125          ,           120.0,          15.0,    0.012776613235473633
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , Best Fit       ,        8,  5.48              ,           240.0,          16.0,    0.05099177360534668
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , First Fit      ,        8,  6.105             ,           240.0,          24.0,    0.005314826965332031
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , Energy-Aware A*,        8,  4.895             ,           135.0,           9.0,    0.035262346267700195
2026-04-10 11:56:47,          8,                  2,         16,    1,           , "6,6,6,6,6,6,6,6"                                                                                                                , MILP_Gurobi    ,        8,  3.865             ,           120.0,           8.0,    0.414592981338501
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , A*             ,       16,  8.73              ,           240.0,          16.0,    0.08383011817932129
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , ABO            ,       16, 17.035000000000004 ,           480.0,          39.0,    0.013685464859008789
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , FABO           ,       16, 22.776875000000008 ,           240.0,          31.0,    0.026554584503173828
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , Best Fit       ,       16,  6.960000000000001 ,           480.0,          32.0,    0.10006403923034668
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , First Fit      ,       16,  7.210000000000001 ,           480.0,          48.0,    0.009859323501586914
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , Energy-Aware A*,       16,  5.76              ,           255.0,          17.0,    0.06605195999145508
2026-04-10 11:56:48,         16,                  2,         32,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                                                , MILP_Gurobi    ,       16,  4.73              ,           240.0,          16.0,    0.34161901473999023
2026-04-10 11:56:48,         32,                  2,         64,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                , A*             ,       32, 10.46              ,           480.0,          32.0,    0.09264922142028809
2026-04-10 11:56:48,         32,                  2,         64,    1,           , "6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"                                                                , ABO            ,       32, 25.8375            ,           960.0,          82.0,    0.014273881912231445
