timestamp          , num_slices, num_vnfs_per_slice, total_vnfs, seed, entry_node, entry_nodes_used                                                                                                                                   , method         , accepted, total_energy       , total_bandwidth, total_latency, runtime_sec
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , A*             ,        4, 11.462499999999999 ,            60.0,           4.0,    0.010137081146240234
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , ABO            ,        4, 11.558125000000002 ,            75.0,           6.0,    0.001905679702758789
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , FABO           ,        4, 13.464375          ,            75.0,           5.0,    0.002521038055419922
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , Best Fit       ,        4,  4.62              ,            60.0,           8.0,    0.010714054107666016
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , First Fit      ,        4,  3.3725            ,            60.0,          12.0,    0.0012879371643066406
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , Energy-Aware A*,        4,  7.501875          ,           105.0,          16.0,    0.012567281723022461
2026-04-07 10:47:49,          4,                  2,          8,    1,           , "3,10,2,5"                                                                                                                                         , MILP_Gurobi    ,        0,  0.0               ,             0.0,           9.0,    0.9759058952331543
2026-04-07 10:47:50,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , A*             ,        8, 14.834999999999999 ,           120.0,           8.0,    0.024578332901000977
2026-04-07 10:47:50,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , ABO            ,        8, 17.11625           ,           150.0,          11.0,    0.003581523895263672
2026-04-07 10:47:50,          8,                  2,         16,    1,           , "3,10,2,5,2,8,8,8"                                                                                                                                 , FABO           ,        8, 22.975625000000004 ,           150.0,          17.0,    0.006411314010620117
