timestamp,method,num_slices,num_vnfs_per_slice,seed,node,cpu_used,cpu_capacity,cpu_utilization,cpu_utilization_pct,num_hosted_vnfs,num_unknown_cpu_vnfs
2026-01-06 09:42:26,First Fit,3,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,First Fit,3,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,First Fit,3,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,First Fit,3,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,First Fit,3,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:26,First Fit,3,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,1,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,2,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,5,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,6,6.0,64.0,0.09375,9.375,3,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,7,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:26,Energy-Aware A*,3,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,1,6.0,64.0,0.09375,9.375,3,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,2,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,5,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,6,12.0,64.0,0.1875,18.75,3,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:26,MILP_Gurobi,3,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,1,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,2,8.0,16.0,0.5,50.0,2,0
2026-01-06 09:42:32,A*,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,5,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:32,A*,4,2,1,6,8.0,64.0,0.125,12.5,4,0
2026-01-06 09:42:32,A*,4,2,1,7,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:32,A*,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,A*,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,1,16.0,64.0,0.25,25.0,4,0
2026-01-06 09:42:32,ABO,4,2,1,2,8.0,16.0,0.5,50.0,4,0
2026-01-06 09:42:32,ABO,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,5,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,6,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,ABO,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,1,8.0,64.0,0.125,12.5,2,0
2026-01-06 09:42:32,FABO,4,2,1,2,4.0,16.0,0.25,25.0,2,0
2026-01-06 09:42:32,FABO,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,4,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:32,FABO,4,2,1,5,2.0,16.0,0.125,12.5,1,0
2026-01-06 09:42:32,FABO,4,2,1,6,4.0,64.0,0.0625,6.25,1,0
2026-01-06 09:42:32,FABO,4,2,1,7,2.0,16.0,0.125,12.5,1,0
2026-01-06 09:42:32,FABO,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,FABO,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,1,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,2,16.0,16.0,1.0,100.0,4,0
2026-01-06 09:42:32,Best Fit,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,5,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,6,8.0,64.0,0.125,12.5,4,0
2026-01-06 09:42:32,Best Fit,4,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,Best Fit,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,1,8.0,64.0,0.125,12.5,4,0
2026-01-06 09:42:32,First Fit,4,2,1,2,16.0,16.0,1.0,100.0,4,0
2026-01-06 09:42:32,First Fit,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,5,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,6,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,First Fit,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,1,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,2,8.0,16.0,0.5,50.0,2,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,5,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,6,8.0,64.0,0.125,12.5,4,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,7,4.0,16.0,0.25,25.0,1,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,Energy-Aware A*,4,2,1,12,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,1,8.0,64.0,0.125,12.5,4,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,2,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,3,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,4,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,5,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,6,16.0,64.0,0.25,25.0,4,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,7,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,8,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,9,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,10,0.0,16.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,11,0.0,64.0,0.0,0.0,0,0
2026-01-06 09:42:32,MILP_Gurobi,4,2,1,12,0.0,16.0,0.0,0.0,0,0
