slice,accepted,g_cost
1,True,110.0
2,True,110.0
3,True,110.0
4,True,110.0
5,True,110.0
6,True,110.0
7,True,110.0
8,True,110.0
9,True,110.0
10,True,110.0
11,True,110.0
12,True,110.0
13,True,110.0
14,True,110.0
15,True,110.0
16,True,110.0
17,True,110.0
18,True,110.0
19,True,105.0
20,True,105.0
