timestamp,method,num_slices,num_vnfs_per_slice,seed,node,cpu_used,cpu_capacity,cpu_utilization,num_hosted_vnfs
2026-01-06 08:55:56,Energy-Aware A*,2,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:55:56,Energy-Aware A*,2,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,1,,64.0,,2
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,2,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,6,,64.0,,2
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:55:56,MILP_Gurobi,2,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,2,,16.0,,1
2026-01-06 08:56:00,A*,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,5,,16.0,,1
2026-01-06 08:56:00,A*,3,2,1,6,,64.0,,3
2026-01-06 08:56:00,A*,3,2,1,7,,16.0,,1
2026-01-06 08:56:00,A*,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,A*,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,1,,64.0,,3
2026-01-06 08:56:00,ABO,3,2,1,2,,16.0,,3
2026-01-06 08:56:00,ABO,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,6,0.0,64.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,ABO,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,1,,64.0,,1
2026-01-06 08:56:00,FABO,3,2,1,2,,16.0,,1
2026-01-06 08:56:00,FABO,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,4,,16.0,,1
2026-01-06 08:56:00,FABO,3,2,1,5,,16.0,,1
2026-01-06 08:56:00,FABO,3,2,1,6,,64.0,,1
2026-01-06 08:56:00,FABO,3,2,1,7,,16.0,,1
2026-01-06 08:56:00,FABO,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,FABO,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,2,,16.0,,3
2026-01-06 08:56:00,Best Fit,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,6,,64.0,,3
2026-01-06 08:56:00,Best Fit,3,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,Best Fit,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,1,,64.0,,3
2026-01-06 08:56:00,First Fit,3,2,1,2,,16.0,,3
2026-01-06 08:56:00,First Fit,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,6,0.0,64.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,First Fit,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,2,,16.0,,1
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,5,,16.0,,1
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,6,,64.0,,3
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,7,,16.0,,1
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,Energy-Aware A*,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,1,,64.0,,3
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,2,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,6,,64.0,,3
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:00,MILP_Gurobi,3,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,2,,16.0,,2
2026-01-06 08:56:06,A*,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,5,,16.0,,1
2026-01-06 08:56:06,A*,4,2,1,6,,64.0,,4
2026-01-06 08:56:06,A*,4,2,1,7,,16.0,,1
2026-01-06 08:56:06,A*,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,A*,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,1,,64.0,,4
2026-01-06 08:56:06,ABO,4,2,1,2,,16.0,,4
2026-01-06 08:56:06,ABO,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,6,0.0,64.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,ABO,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,1,,64.0,,2
2026-01-06 08:56:06,FABO,4,2,1,2,,16.0,,2
2026-01-06 08:56:06,FABO,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,4,,16.0,,1
2026-01-06 08:56:06,FABO,4,2,1,5,,16.0,,1
2026-01-06 08:56:06,FABO,4,2,1,6,,64.0,,1
2026-01-06 08:56:06,FABO,4,2,1,7,,16.0,,1
2026-01-06 08:56:06,FABO,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,FABO,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,2,,16.0,,4
2026-01-06 08:56:06,Best Fit,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,6,,64.0,,4
2026-01-06 08:56:06,Best Fit,4,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,Best Fit,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,1,,64.0,,4
2026-01-06 08:56:06,First Fit,4,2,1,2,,16.0,,4
2026-01-06 08:56:06,First Fit,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,6,0.0,64.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,First Fit,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,1,0.0,64.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,2,,16.0,,2
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,5,,16.0,,1
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,6,,64.0,,4
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,7,,16.0,,1
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,Energy-Aware A*,4,2,1,12,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,1,,64.0,,4
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,2,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,3,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,4,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,5,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,6,,64.0,,4
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,7,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,8,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,9,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,10,0.0,16.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,11,0.0,64.0,0.0,0
2026-01-06 08:56:06,MILP_Gurobi,4,2,1,12,0.0,16.0,0.0,0
