slice,accepted,g_cost
1,True,2.0
2,True,2.0
3,True,2.0
4,True,2.0
5,True,2.0
6,True,2.0
7,True,2.0
8,True,2.0
9,True,2.0
10,True,2.0
11,True,2.0
12,True,3.0
13,True,3.0
14,True,3.0
15,True,3.0
