timestamp,method,num_slices,num_vnfs_per_slice,seed,u,v,bw_used,bw_capacity,bw_utilization
2026-02-18 11:29:17,MILP_Gurobi,32,2,1,1,2,10.0,1000.0,0.01
2026-02-18 11:29:17,MILP_Gurobi,32,2,1,2,6,10.0,500.0,0.02
2026-02-18 11:29:17,MILP_Gurobi,32,3,1,1,2,10.0,1000.0,0.01
2026-02-18 11:29:17,MILP_Gurobi,32,3,1,2,6,10.0,500.0,0.02
2026-02-18 11:29:17,MILP_Gurobi,32,3,1,6,7,15.0,500.0,0.03
2026-02-18 11:29:18,MILP_Gurobi,32,4,1,1,2,10.0,1000.0,0.01
2026-02-18 11:29:18,MILP_Gurobi,32,4,1,2,6,10.0,500.0,0.02
2026-02-18 11:29:18,MILP_Gurobi,32,4,1,6,7,15.0,500.0,0.03
2026-02-18 11:29:18,MILP_Gurobi,32,4,1,7,8,15.0,500.0,0.03
2026-02-18 11:29:18,MILP_Gurobi,32,4,1,8,11,20.0,1000.0,0.02
2026-02-18 11:29:21,MILP_Gurobi,32,5,1,1,2,10.0,1000.0,0.01
2026-02-18 11:29:21,MILP_Gurobi,32,5,1,2,6,10.0,500.0,0.02
2026-02-18 11:29:21,MILP_Gurobi,32,5,1,6,7,15.0,500.0,0.03
2026-02-18 11:29:21,MILP_Gurobi,32,5,1,7,8,20.0,500.0,0.04
2026-02-18 11:29:21,MILP_Gurobi,32,5,1,8,11,25.0,1000.0,0.025
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,1,2,10.0,1000.0,0.01
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,2,6,10.0,500.0,0.02
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,6,7,15.0,500.0,0.03
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,7,9,20.0,1000.0,0.02
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,9,10,25.0,500.0,0.05
2026-02-18 11:29:26,MILP_Gurobi,32,6,1,10,11,30.0,500.0,0.06
