slice,accepted,g_cost
1,True,327
2,True,292
3,True,302
4,True,327
5,True,327
6,True,302
7,True,302
8,True,317
9,True,282
10,True,337
11,True,317
12,True,312
13,True,327
14,True,327
15,True,312
16,True,282
17,True,314
18,True,293
19,True,295
20,True,305
