timestamp,method,num_slices,num_vnfs_per_slice,seed,u,v,bw_used,bw_capacity,bw_utilization
2026-04-10 09:38:00,A*,4,2,1,3,1,15.0,250.0,0.06
2026-04-10 09:38:00,A*,4,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:00,A*,4,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:00,A*,4,2,1,5,6,15.0,500.0,0.03
2026-04-10 09:38:00,ABO,4,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:00,ABO,4,2,1,11,8,15.0,1000.0,0.015
2026-04-10 09:38:00,ABO,4,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:00,ABO,4,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:00,ABO,4,2,1,6,7,15.0,500.0,0.03
2026-04-10 09:38:00,ABO,4,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:00,FABO,4,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:00,FABO,4,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:00,FABO,4,2,1,7,6,15.0,500.0,0.03
2026-04-10 09:38:00,FABO,4,2,1,2,1,15.0,1000.0,0.015
2026-04-10 09:38:00,FABO,4,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:00,Best Fit,4,2,1,3,4,30.0,500.0,0.06
2026-04-10 09:38:00,Best Fit,4,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:00,Best Fit,4,2,1,11,3,15.0,500.0,0.03
2026-04-10 09:38:00,Best Fit,4,2,1,2,4,15.0,500.0,0.03
2026-04-10 09:38:00,Best Fit,4,2,1,4,3,30.0,500.0,0.06
2026-04-10 09:38:00,Best Fit,4,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:00,First Fit,4,2,1,3,1,30.0,250.0,0.12
2026-04-10 09:38:00,First Fit,4,2,1,1,2,60.0,1000.0,0.06
2026-04-10 09:38:00,First Fit,4,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:00,First Fit,4,2,1,11,3,15.0,500.0,0.03
2026-04-10 09:38:00,First Fit,4,2,1,2,1,30.0,1000.0,0.03
2026-04-10 09:38:00,First Fit,4,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:00,First Fit,4,2,1,4,2,15.0,500.0,0.03
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,3,1,60.0,250.0,0.24
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,1,3,45.0,250.0,0.18
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,11,3,45.0,500.0,0.09
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,3,11,30.0,500.0,0.06
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,2,1,15.0,1000.0,0.015
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:00,Energy-Aware A*,4,2,1,8,11,15.0,1000.0,0.015
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,3,11,45.0,500.0,0.09
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,11,3,15.0,500.0,0.03
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,2,4,15.0,500.0,0.03
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,4,3,30.0,500.0,0.06
2026-04-10 09:38:00,MILP_Gurobi,4,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:01,A*,8,2,1,3,1,15.0,250.0,0.06
2026-04-10 09:38:01,A*,8,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:01,A*,8,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:01,A*,8,2,1,5,6,15.0,500.0,0.03
2026-04-10 09:38:01,A*,8,2,1,2,1,15.0,1000.0,0.015
2026-04-10 09:38:01,A*,8,2,1,8,11,45.0,1000.0,0.045
2026-04-10 09:38:01,ABO,8,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,11,8,15.0,1000.0,0.015
2026-04-10 09:38:01,ABO,8,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:01,ABO,8,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,6,7,15.0,500.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:01,ABO,8,2,1,2,4,15.0,500.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,4,5,15.0,500.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,8,9,30.0,1000.0,0.03
2026-04-10 09:38:01,ABO,8,2,1,8,11,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:01,FABO,8,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,7,6,15.0,500.0,0.03
2026-04-10 09:38:01,FABO,8,2,1,2,1,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,1,2,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:01,FABO,8,2,1,9,7,15.0,1000.0,0.015
2026-04-10 09:38:01,FABO,8,2,1,4,2,15.0,500.0,0.03
2026-04-10 09:38:01,FABO,8,2,1,10,12,15.0,1000.0,0.015
2026-04-10 09:38:01,Best Fit,8,2,1,3,4,75.0,500.0,0.15
2026-04-10 09:38:01,Best Fit,8,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:01,Best Fit,8,2,1,11,3,60.0,500.0,0.12
2026-04-10 09:38:01,Best Fit,8,2,1,2,4,30.0,500.0,0.06
2026-04-10 09:38:01,Best Fit,8,2,1,4,3,45.0,500.0,0.09
2026-04-10 09:38:01,Best Fit,8,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:01,Best Fit,8,2,1,8,11,45.0,1000.0,0.045
2026-04-10 09:38:01,First Fit,8,2,1,3,1,75.0,250.0,0.3
2026-04-10 09:38:01,First Fit,8,2,1,1,2,120.0,1000.0,0.12
2026-04-10 09:38:01,First Fit,8,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:01,First Fit,8,2,1,11,3,60.0,500.0,0.12
2026-04-10 09:38:01,First Fit,8,2,1,2,1,45.0,1000.0,0.045
2026-04-10 09:38:01,First Fit,8,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:01,First Fit,8,2,1,4,2,15.0,500.0,0.03
2026-04-10 09:38:01,First Fit,8,2,1,8,11,45.0,1000.0,0.045
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,3,1,120.0,250.0,0.48
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,1,3,60.0,250.0,0.24
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,11,3,105.0,500.0,0.21
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,3,11,45.0,500.0,0.09
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,2,1,30.0,1000.0,0.03
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:01,Energy-Aware A*,8,2,1,8,11,60.0,1000.0,0.06
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,11,8,30.0,1000.0,0.03
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,8,11,90.0,1000.0,0.09
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,2,6,30.0,500.0,0.06
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,6,5,30.0,500.0,0.06
2026-04-10 09:38:01,MILP_Gurobi,8,2,1,5,8,45.0,1000.0,0.045
2026-04-10 09:38:05,A*,16,2,1,3,1,15.0,250.0,0.06
2026-04-10 09:38:05,A*,16,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:05,A*,16,2,1,2,6,15.0,500.0,0.03
2026-04-10 09:38:05,A*,16,2,1,5,6,15.0,500.0,0.03
2026-04-10 09:38:05,A*,16,2,1,2,1,30.0,1000.0,0.03
2026-04-10 09:38:05,A*,16,2,1,8,11,60.0,1000.0,0.06
2026-04-10 09:38:05,A*,16,2,1,11,10,15.0,500.0,0.03
2026-04-10 09:38:05,A*,16,2,1,7,6,45.0,500.0,0.09
2026-04-10 09:38:05,A*,16,2,1,4,3,15.0,500.0,0.03
2026-04-10 09:38:05,A*,16,2,1,1,3,15.0,250.0,0.06
2026-04-10 09:38:05,ABO,16,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,11,8,30.0,1000.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:05,ABO,16,2,1,2,6,45.0,500.0,0.09
2026-04-10 09:38:05,ABO,16,2,1,6,7,45.0,500.0,0.09
2026-04-10 09:38:05,ABO,16,2,1,5,8,30.0,1000.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,2,4,30.0,500.0,0.06
2026-04-10 09:38:05,ABO,16,2,1,4,5,30.0,500.0,0.06
2026-04-10 09:38:05,ABO,16,2,1,8,9,45.0,1000.0,0.045
2026-04-10 09:38:05,ABO,16,2,1,8,11,15.0,1000.0,0.015
2026-04-10 09:38:05,ABO,16,2,1,8,5,15.0,1000.0,0.015
2026-04-10 09:38:05,ABO,16,2,1,7,9,30.0,1000.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,4,2,15.0,500.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,7,10,30.0,1000.0,0.03
2026-04-10 09:38:05,ABO,16,2,1,1,2,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,3,11,15.0,500.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,10,7,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,7,6,15.0,500.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,2,1,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,1,2,45.0,1000.0,0.045
2026-04-10 09:38:05,FABO,16,2,1,2,6,30.0,500.0,0.06
2026-04-10 09:38:05,FABO,16,2,1,9,7,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,4,2,15.0,500.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,10,12,30.0,1000.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,11,8,30.0,1000.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,8,5,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,7,9,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,9,8,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,4,3,15.0,500.0,0.03
2026-04-10 09:38:05,FABO,16,2,1,8,9,15.0,1000.0,0.015
2026-04-10 09:38:05,FABO,16,2,1,5,6,15.0,500.0,0.03
2026-04-10 09:38:05,Best Fit,16,2,1,3,4,165.0,500.0,0.33
2026-04-10 09:38:05,Best Fit,16,2,1,10,11,60.0,500.0,0.12
2026-04-10 09:38:05,Best Fit,16,2,1,11,3,135.0,500.0,0.27
2026-04-10 09:38:05,Best Fit,16,2,1,2,4,45.0,500.0,0.09
2026-04-10 09:38:05,Best Fit,16,2,1,4,3,75.0,500.0,0.15
2026-04-10 09:38:05,Best Fit,16,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:05,Best Fit,16,2,1,8,11,60.0,1000.0,0.06
2026-04-10 09:38:05,Best Fit,16,2,1,7,10,45.0,1000.0,0.045
2026-04-10 09:38:05,Best Fit,16,2,1,1,3,15.0,250.0,0.06
2026-04-10 09:38:05,First Fit,16,2,1,3,1,105.0,250.0,0.42
2026-04-10 09:38:05,First Fit,16,2,1,1,2,240.0,1000.0,0.24
2026-04-10 09:38:05,First Fit,16,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:05,First Fit,16,2,1,11,3,90.0,500.0,0.18
2026-04-10 09:38:05,First Fit,16,2,1,2,1,120.0,1000.0,0.12
2026-04-10 09:38:05,First Fit,16,2,1,5,4,15.0,500.0,0.03
2026-04-10 09:38:05,First Fit,16,2,1,4,2,30.0,500.0,0.06
2026-04-10 09:38:05,First Fit,16,2,1,8,11,60.0,1000.0,0.06
2026-04-10 09:38:05,First Fit,16,2,1,7,6,45.0,500.0,0.09
2026-04-10 09:38:05,First Fit,16,2,1,6,2,45.0,500.0,0.09
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,3,1,165.0,250.0,0.66
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,1,3,75.0,250.0,0.3
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,10,11,15.0,500.0,0.03
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,11,3,165.0,500.0,0.33
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,3,11,75.0,500.0,0.15
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,2,1,45.0,1000.0,0.045
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,5,8,15.0,1000.0,0.015
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,8,11,120.0,1000.0,0.12
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,7,8,45.0,500.0,0.09
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,4,3,15.0,500.0,0.03
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,11,10,15.0,500.0,0.03
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,3,4,15.0,500.0,0.03
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,1,2,15.0,1000.0,0.015
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,11,8,30.0,1000.0,0.03
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,8,5,15.0,1000.0,0.015
2026-04-10 09:38:05,Energy-Aware A*,16,2,1,8,7,15.0,500.0,0.03
2026-04-10 09:38:05,MILP_Gurobi,16,2,1,11,8,45.0,1000.0,0.045
